-17,3816	6,58577
0	0
0	0
0	0
0	0
0	0
0	0
2,26491	5,467653
0,37506	6,6637
0	0
-10,03733	5,527485
-2,95554	5,754204
-12,65244	5,49675
-9,61525	5,579846
-10,35027	5,589636
0	0
-7,36855	6,12703
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-3,79387	5,354898
-3,66234	5,319733
0	0
0	0
-12,64547	5,282996
0	0
-9,84074	5,956796
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-3,32742	5,269427
0	0
0	0
0	0
-13,9729	5,3871
-3,96354	5,240394
-6,8126	5,257307
-14,21802	5,558666
0	0
0	0
-6,38089	5,596332
0	0
-2,01411	6,02347
0	0
0	0
0	0
0,72405	6,01124
-6,38565	5,338482
-7,04234	5,141007
3,26578	5,313092
-6,57352	5,193169
0	0
0	0
0	0
-1,8856	5,672319
0	0
0	0
-7,03936	5,774498
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-12,4968	5,262311
0	0
-12,02868	5,305717
-12,23084	5,346278
-10,11438	6,71774
-12,13644	6,63052
0	0
0	0
0	0
0	0
0	0
-3,80307	5,275119
0	0
0	0
-3,29828	5,229981
-5,58405	5,141071
0	0
0	0
-6,05656	5,157548
0	0
-4,308603	5,317217
0	0
-6,76927	5,336448
-13,06939	5,146323
0	0
0	0
0	0
0	0
0	0
-6,54979	5,664618
0	0
0	0
1,9566	5,415815
3,17338	5,676182
-7,21422	5,122887
0,39305	6,0058
-6,67947	5,157458
0	0
0	0
0	0
0	0
-2,13056	5,809662
0	0
-6,97274	5,744049
0	0
-2,95333	5,557462
0	0
0	0
-7,06853	5,722851
0	0
0	0
-12,16791	5,363668
-3,19596	5,37313
0	0
0	0
0	0
-7,89816	5,952572
0	0
-2,30096	5,835196
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-11,97154	5,311603
0	0
-10,3689	6,50932
0	0
-9,00939	6,27765
-2,11482	6,15611
-8,50492	6,25118
0	0
0	0
-3,55932	5,657491
0	0
0	0
0	0
0	0
0	0
-13,87247	5,314375
-11,21687	5,317598
-11,61804	5,402136
0	0
0	0
-7,41379	5,774867
-1,54451	6,04414
0	0
-5,847451	5,429053
0	0
-2,44275	5,961135
0	0
0	0
0	0
0	0
-11,93245	5,422199
0	0
-3,74341	5,356745
0	0
0	0
0	0
-7,94468	5,957802
-14,43734	5,636505
0	0
-1,04761	6,56204
0	0
0	0
0	0
3,93685	5,600833
0	0
0	0
0	0
-12,29664	5,622374
0	0
-12,80192	5,611899
0	0
-10,59651	5,707896
-7,58014	5,892424
0	0
-3,64393	5,371486
0	0
-3,74023	5,558928
-6,86297	5,422538
0	0
0	0
0	0
0	0
-5,941231	5,387644
-6,23255	5,394041
0	0
0	0
-3,00862	5,229
0	0
-13,12766	5,376228
-3,1289	5,380179
-10,79913	5,829031
-4,043832	5,360269
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-12,46284	5,242802
0	0
0	0
0	0
0	0
0	0
-12,16223	6,39055
-8,52811	6,15018
0,21996	6,19266
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-10,54873	5,766144
-2,75011	6,07767
-1,77137	5,808628
-10,26315	5,829402
-9,4953	5,827939
0	0
-9,35569	7,00654
-3,46751	5,410613
0	0
0	0
-3,58889	5,49494
0	0
0	0
0	0
-5,603229	5,219002
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-5,934771	5,400028
-9,69933	5,968608
0	0
-1,64759	6,02654
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-6,70369	5,639756
0	0
0	0
0	0
0	0
-12,49795	5,331937
0	0
-13,82213	8,19943
0	0
-3,34444	5,531107
0	0
0	0
0	0
0	0
0	0
0	0
-3,4564	5,262308
0	0
0	0
0	0
-4,143526	5,18469
0	0
0	0
0	0
-10,32315	5,857627
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-3,9885	5,341665
-5,896352	5,376945
0	0
0	0
0	0
-8,49626	5,749008
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-2,98726	5,190719
-5,983695	5,255162
0	0
0	0
0	0
0	0
0	0
0	0
-9,24271	5,713404
0	0
0	0
0	0
0	0
0	0
0	0
-3,91575	5,328676
0	0
0	0
0	0
0	0
-12,61158	5,314898
-4,000194	5,348706
-11,66337	5,291566
-12,19916	5,40127
0	0
-11,90014	6,56233
0	0
-3,17524	5,875647
-7,93414	6,19591
0	0
0	0
-3,00107	5,518784
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-12,37257	5,308561
0	0
-13,66933	7,40684
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-13,04067	5,210236
-4,133379	5,253789
-12,07379	5,259379
-12,23044	5,324996
0	0
-10,8052	6,36493
-10,05271	5,517682
0	0
0	0
-6,69439	5,714396
0	0
0	0
0	0
0	0
-7,67959	5,622489
1,17635	5,492958
-7,97715	5,221387
2,54709	5,587125
3,81169	5,249419
3,06156	5,542405
-7,02078	5,327088
-3,11639	5,789984
-9,40029	6,02493
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-3,32203	5,325745
0	0
-11,81179	5,33579
0	0
-9,97837	6,49431
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-11,43041	5,273602
0	0
0	0
-13,19838	6,40468
-9,07152	6,01971
0,10938	6,64466
0	0
0	0
0	0
0	0
-12,77009	5,538684
0	0
0	0
0	0
0	0
-2,52483	6,02234
-11,97329	5,724447
-10,31415	5,755065
-9,56563	5,796279
0	0
0	0
-4,304737	5,36645
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-5,928784	5,41757
0	0
0	0
0	0
0	0
-12,7155	5,330041
0	0
-8,35364	6,09703
-2,79525	5,442162
-3,54177	5,687073
-8,22402	6,1312
0	0
0	0
0	0
-5,64299	5,294333
0	0
0	0
-6,53861	5,628195
0	0
0	0
-3,8788	5,319731
-12,96188	5,395892
-12,45206	5,405626
0	0
-16,9637	7,68339
0	0
-0,97885	5,598583
0	0
-8,20946	5,627028
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-2,92475	5,314372
0	0
0	0
0	0
-10,6709	6,53071
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-13,86241	5,280715
0	0
0	0
0	0
-11,48934	5,312515
-11,65395	5,390134
0	0
-7,91634	5,845521
-3,63877	5,440587
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-6,5393	5,483112
-6,22203	5,457896
0	0
0	0
-3,36097	5,287516
0	0
-12,61417	5,389406
-2,18575	5,67014
-10,74627	5,741269
0	0
0	0
-15,8268	7,88756
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-3,68183	5,547013
0	0
-11,73898	5,23436
-11,85597	5,316961
0	0
0	0
-9,76395	5,77112
-8,11108	5,906154
0	0
0	0
0	0
-7,19382	5,653178
0	0
-4,056358	5,389899
-6,60217	5,704681
0,86141	5,593368
-7,22436	5,32378
3,12979	5,505082
4,01358	5,208585
-6,32002	5,275971
-6,99491	5,393133
0	0
-12,84027	7,49904
-8,47955	5,743946
-3,3348	5,281124
